0,28,1391213683,1561439952,1130782487
1,39,1641603941,1831942447,1460457056
2,11,336159155,1637331552,833834316
3,23,781309458,1377245766,1083658923
4,32,906877191,2041987751,494194598
5,12,774873700,701776475,1521141324
6,3,381167026,964739630,1025884348
7,39,1226905274,1062125033,539489697
8,11,1784877664,1865871330,1325860071
9,5,421443834,1981209410,444759272
10,11,1473224591,1825852246,793993190
11,39,2096069396,503027028,1872244693
12,29,213276982,1474639052,1114644462
13,32,807889828,1469157610,1468757190
14,5,344495252,371428374,668892230
15,28,1702662168,1283405120,452866820
16,39,367191209,51148306,1855530252
17,23,1654045226,297615163,1663818486
18,42,1503357167,1791886787,197473213
19,39,330664207,360567819,123361796
20,3,1509353302,1436860358,346677752
21,11,285793706,1582649234,1306509659
22,28,684739460,680210003,16802791
23,5,1731654895,729667428,146193553
24,32,212783805,166465303,1998044122
25,12,734979512,707314520,888685885
26,23,454956981,1238250119,704933717
27,29,1761579525,927986159,1734304032
28,23,2061180245,1316425537,1193591350
29,32,1518401357,1903179490,1359485638
30,11,1222721784,1483194274,1390296617
31,3,1394636473,71891729,512575204
32,11,1523416159,1101077998,280626985
33,28,1529363329,782818307,1867940546
34,23,1077128904,1274402674,1102958090
35,32,1324448122,2064506275,639438719
36,5,1059985160,929327748,70106111
37,23,1745543998,464438049,1666663061
38,32,1808280709,942287380,1955872813
39,23,998125294,1144294146,1853438567
40,32,1651327658,392938628,142467991
41,29,2016996129,789083517,552880414
42,29,1737182408,1870382040,1066636958
43,23,1231365958,1082592324,1118645013
44,42,1135824663,1477153566,540433725
45,32,797137519,641016010,980931868
46,23,220005641,105549086,1598433522
47,32,62084897,2123128619,823045986
48,23,1531654989,1303346893,617758151
49,39,872275790,685824574,437366567
50,11,1008290345,1526827877,1335862444
51,42,245145834,247005949,1981181783
52,12,1206838642,750502136,1660251548
53,28,2011855275,830360805,1776983865
54,28,1420236937,170582065,725137277
55,28,879169604,711767322,1046316590
56,42,278095597,1527060602,1796735939
57,39,886157546,486009534,1727062442
58,3,1690945402,1659756106,500271686
59,5,1013489082,854969721,1556608128
60,39,190336432,1304873861,594003957
61,5,207167292,1286448006,1656427556
62,23,1748191354,727362725,92864028
63,39,1309160289,461957976,1595733817
64,29,1867206334,1191318441,34337382
65,39,1981952095,146944777,1783255470
66,42,896369776,1077151419,2037246430
67,39,235255688,2049994795,483468651
68,32,103308379,1683312773,314183154
69,32,1625236600,946134420,1839567365
70,42,765507657,677045199,559035990
71,12,509155250,1050772488,425055266
72,39,1794841851,1303149175,1344953817
73,29,214409642,321508336,2037793342
74,11,749695498,1602321724,2128163662
75,3,1195144853,941756944,797763338
76,42,725524482,1612614984,1042132949
77,3,1490996704,1729182452,545212981
78,11,1453831589,1527408955,1798157892
79,39,80071389,776467761,1021827973
80,28,1662794798,736229592,259306772
81,29,1213468098,1613225457,392577847
82,3,546051076,2139024223,498627039
83,42,584276760,1959746189,1142893594
84,12,1795906493,2039365194,1945365758
85,39,1812078911,563336666,1844673169
