0,28,686441525,1391213682,1561439951,1130782486
1,39,1678418526,1641603940,1831942446,1460457055
2,11,4022173117,336159154,1637331551,833834315
3,23,2819677093,781309457,1377245765,1083658922
4,32,2401530651,906877191,2041987750,494194597
5,12,2988243274,774873700,701776475,1521141323
6,3,478168918,381167026,964739630,1025884348
7,39,1570198172,1226905273,1062125033,539489696
8,11,3582236023,1784877663,1865871329,1325860070
9,5,829993470,421443833,1981209409,444759271
10,11,547450770,1473224590,1825852245,793993189
11,39,1528320776,2096069395,503027028,1872244692
12,29,1605091337,213276981,1474639051,1114644461
13,32,2802771767,807889828,1469157609,1468757189
14,5,1240388383,344495251,371428373,668892230
15,28,632665093,1702662167,1283405119,452866819
16,39,1469806516,367191208,51148305,1855530251
17,23,768126931,1654045225,297615163,1663818485
18,42,467810019,1503357166,1791886786,197473212
19,39,592071374,330664206,360567819,123361795
20,3,3622480696,1509353301,1436860357,346677751
21,11,369643523,285793705,1582649233,1306509658
22,28,3420539413,684739460,680210003,16802791
23,5,1798177303,1731654894,729667428,146193553
24,32,878194833,212783805,166465303,1998044121
25,12,2884627899,734979512,707314519,888685884
26,23,2491361349,454956980,1238250118,704933717
27,29,3147047503,1761579524,927986159,1734304031
28,23,846830659,2061180244,1316425536,1193591349
29,32,840445992,1518401356,1903179489,1359485637
30,11,3646743884,1222721783,1483194273,1390296616
31,3,4203421552,1394636472,71891729,512575204
32,11,3203036434,1523416158,1101077997,280626984
33,28,184520021,1529363328,782818306,1867940545
34,23,3583570687,1077128903,1274402673,1102958089
35,32,4240871060,1324448121,2064506274,639438719
36,5,3315914649,1059985159,929327748,70106110
37,23,4050740912,1745543997,464438049,1666663060
38,32,1387118512,1808280708,942287380,1955872812
39,23,3253652743,998125294,1144294145,1853438566
40,32,2079623812,1651327657,392938628,142467991
41,29,1321136746,2016996128,789083516,552880414
42,29,2415258099,1737182407,1870382039,1066636958
43,23,3273915285,1231365957,1082592323,1118645012
44,42,4210344086,1135824662,1477153565,540433725
45,32,1633300619,797137519,641016010,980931867
46,23,815974508,220005640,105549085,1598433521
47,32,2775550621,62084896,2123128618,823045985
48,23,1662047227,1531654988,1303346892,617758151
49,39,2957348832,872275790,685824574,437366567
50,11,806844506,1008290345,1526827876,1335862443
51,42,516486078,245145834,247005948,1981181782
52,12,632369018,1206838641,750502136,1660251547
53,28,3404357675,2011855274,830360804,1776983864
54,28,3230544711,1420236936,170582065,725137276
55,28,2716978302,879169604,711767321,1046316590
56,42,3352768714,278095597,1527060601,1796735938
57,39,2995163953,886157545,486009533,1727062441
58,3,1321523182,1690945401,1659756105,500271685
59,5,894325229,1013489081,854969721,1556608127
60,39,3866405088,190336431,1304873860,594003957
61,5,1799540506,207167292,1286448005,1656427555
62,23,170843336,1748191353,727362725,92864027
63,39,2423383285,1309160288,461957975,1595733816
64,29,1113367730,1867206333,1191318440,34337382
65,39,1336613242,1981952094,146944777,1783255469
66,42,2500131499,896369776,1077151418,2037246429
67,39,269510083,235255688,2049994794,483468650
68,32,1231483610,103308379,1683312772,314183154
69,32,189928213,1625236599,946134420,1839567364
70,42,3881847138,765507657,677045198,559035989
71,12,1111159744,509155249,1050772487,425055266
72,39,374544600,1794841850,1303149174,1344953816
73,29,3465429650,214409641,321508335,2037793341
74,11,2079320349,749695498,1602321723,2128163661
75,3,3719253571,1195144852,941756944,797763337
76,42,3730176818,725524482,1612614983,1042132949
77,3,2130180137,1490996703,1729182451,545212981
78,11,596875344,1453831588,1527408954,1798157891
79,39,1001697117,80071388,776467760,1021827973
80,28,1884526396,1662794797,736229592,259306771
81,29,1941638781,1213468097,1613225456,392577846
82,3,930290450,546051076,2139024222,498627039
83,42,3885453614,584276759,1959746188,1142893593
84,12,2810789136,1795906492,2039365193,1945365757
85,39,805657471,1812078910,563336666,1844673168
86,42,524237481,1156766220,1536415272,62313708
87,23,4042499756,661886384,1126117306,574821293
88,3,3719591998,2079809558,401402039,360764142
89,23,1600131470,641152839,286370658,1295951679
90,29,521786414,2069524621,2063733538,1008265260
91,12,4283401761,123675464,2042182673,39252840
92,5,2388658722,939907398,2047772272,508082962
93,42,4051433857,1366570014,545687149,1523997823
94,12,2305164280,1185249911,1808556815,1301454107
95,28,2289105405,620221857,129437947,1447809537
96,23,4204787852,2018744274,1891766033,595409846
97,28,1991564232,17048326,1790136312,1925069009
98,11,2107139452,1480666354,468186011,58641614
99,29,1013659934,70295552,311310245,440045187
100,39,1318233188,825680390,805850859,675603081
101,39,3642670694,1253229171,494880316,714113648
102,42,645581256,1259986521,501381009,2064676941
103,11,2532401980,2041758750,335292259,1563766008
104,5,275223707,1954158668,977896060,166578065
105,29,1976626241,186883509,1437854083,1724964573
106,5,2334534288,1346037973,1512478752,2100682080
107,42,816632430,1515905027,752770529,1295055166
108,32,1631955443,1563031175,917513213,1806056599
109,29,2055793519,738816667,1167946028,1938809486
110,29,1412141213,732402187,1135262333,358289569
111,29,2354167144,1979843215,1262638376,1533480586
112,11,18969348,56259607,296551113,1640267740
113,23,3485546949,416513154,1026236275,885571744
114,39,2976990380,1315004443,1401908310,1036794563
115,28,1289032763,411984581,1825318054,1914654926
116,3,2399628875,471251759,786073725,1601354296
117,5,2249443070,83277773,1072767423,971047983
118,32,1620747818,781101062,1191900262,1130159277
119,28,1222377195,146567953,375151264,393451684
120,3,428519162,816024108,1925308568,1798573942
121,29,913478691,2123529356,1112943739,657558034
122,32,3470715150,1299805512,745990759,954408022
123,42,2279315826,1627552563,523186810,1004661049
124,39,308715133,1307460977,856156747,1710465083
125,28,3472646768,532961136,1351906293,13816036
126,29,702663656,1055224522,773872693,905092553
127,11,581967731,1783084130,289287201,1658399796
128,23,876990661,2056214847,319367698,943442716
129,5,211586364,1046166467,1962268149,180768211
130,28,2472522835,295892796,1705547477,759987161
131,3,807518310,1678001319,2044005220,72105778
132,28,1307304321,165327410,969183583,502010487
133,23,3704981028,631481076,126257613,1811319269
134,23,3119319000,17554841,2116772977,1984873813
135,12,2211017956,1241820378,716569102,926043816
136,29,1540630323,407660049,1043747153,329131225
137,28,511907574,847200468,1483224039,844748543
138,32,3416078058,2142672212,1291703396,532050372
139,28,108958053,224564236,2122998421,2025217004
140,23,1531512711,1815047732,822827888,105542901
141,42,1554050293,735932023,14106265,1863545130
142,5,3355816280,1595932810,1268324733,381899215
143,28,1132833820,931638962,970466557,208054915
144,23,1455398734,304637443,1780828756,1630264330
145,3,996820706,1119939270,754790733,648081897
146,3,4100027315,1791403912,789497161,1181784510
147,23,643434196,395597985,43570527,1007493950
148,32,987572166,351442988,1815803112,714761057
149,42,2600631087,16724352,470090336,1342249779
150,5,3593756726,658864926,315610811,1320966925
151,12,1139908389,1760766757,469584019,1635591882
152,23,903422291,529632797,1802777203,2118385943
153,11,2197906537,1791076114,1522494617,853181707
154,5,615327780,208049847,131085645,568227158
155,23,3446389084,750323379,1774241755,1680983782
156,29,71993605,1453072798,1382932814,1899451178
157,28,1315453474,1892084366,637634539,1105779574
158,28,692712146,949979277,968133868,2018346320
159,42,1514545601,1226169692,576902238,1870408222
160,11,3852093659,2068182815,2052509217,270626103
161,42,2915202069,935174433,899714019,411557473
162,3,1754175423,878516137,1566359755,383791867
163,23,2797474490,967063592,1132138688,500340006
164,23,2584011445,1662525432,1665380847,645627131
165,39,1706504047,228369519,167666336,1719175221
166,23,3105677878,5152896,753714516,59921952
167,11,2774483556,1666830989,1225587710,2050043026
168,23,401882673,1759387322,2094887147,693832184
169,39,591147932,1307541624,455603564,2097968187
170,28,3618688546,722676337,1523144381,312394839
171,11,1266346616,1602310292,1972125017,715007581
172,39,2867422450,260129908,1621353672,1842039000
173,3,3657863931,1815053665,2037268067,1666555203
174,28,4117403696,1904462982,264850024,406801747
